GeneID	dN	dS	dNdS
BLGH_03209	0	0	NA
BLGH_03210	0	0.005	0
BLGH_03211	0	0.001	0
BLGH_03212	0.001	0.002	0.5
BLGH_03213	0	0	NA
BLGH_03214	0.004	0	Inf
BLGH_03215	0.004	0	Inf
BLGH_03216	0	0.007	0
BLGH_03217	0.001	0.006	0.1667
BLGH_03218	0.005	0.011	0.4545
BLGH_03219	0.006	0	Inf
BLGH_03220	0.001	0	Inf
BLGH_03221	0.002	0.004	0.5
BLGH_03222	0.006	0	Inf
BLGH_03223	0.001	0.002	0.5
BLGH_03224	0.002	0.009	0.2222
BLGH_03225	0.002	0.006	0.3333
BLGH_03226	0.001	0	Inf
BLGH_03227	0.001	0.003	0.3333
BLGH_03228	0	0	NA
BLGH_03229	0.001	0.003	0.3333
BLGH_03230	0.001	0.006	0.1667
BLGH_03231	0	0.003	0
BLGH_03232	0	0.005	0
BLGH_03233	0.06	0.061	0.9836
BLGH_03234	0	0.004	0
BLGH_03235	0.018	0.034	0.5294
BLGH_03236	0	0	NA
BLGH_03237	0.002	0.006	0.3333
BLGH_03238	0.002	0.014	0.1429
BLGH_03239	0.005	0	Inf
BLGH_03240	0	0	NA
BLGH_03241	0.006	0.014	0.4286
BLGH_03242	0.003	0.003	1
BLGH_03243	0.002	0.01	0.2
BLGH_03246	0.001	0.004	0.25
BLGH_03247	0	0.015	0
BLGH_03248	0.11	0.103	1.068
BLGH_03249	0	0	NA
BLGH_03250	0	0.002	0
BLGH_03251	0	0	NA
BLGH_03252	0.001	0.003	0.3333
BLGH_03253	0.002	0	Inf
BLGH_03254	0	0	NA
BLGH_03255	0	0.002	0
BLGH_03256	0.004	0	Inf
BLGH_03257	0	0.004	0
BLGH_03258	0	0	NA
BLGH_03259	0.008	0.007	1.1429
BLGH_03261	0.002	0.005	0.4
BLGH_03262	0.136	0.14	0.9714
BLGH_03263	0.001	0	Inf
BLGH_03264	0.002	0.003	0.6667
BLGH_03265	0.008	0	Inf
BLGH_03266	0.001	0.004	0.25
BLGH_03267	0	0	NA
BLGH_03268	0.002	0	Inf
BLGH_03269	0.02	0.05	0.4
BLGH_03270	0.005	0	Inf
BLGH_03271	0	0.004	0
BLGH_03272	0	0	NA
BLGH_03273	0.01	0	Inf
BLGH_03274	0.002	0	Inf
BLGH_03275	0	0	NA
BLGH_03276	0.001	0.001	1
BLGH_03277	0	0.003	0
BLGH_03278	0.004	0.022	0.1818
BLGH_03279	0	0.005	0
BLGH_03280	0.003	0.007	0.4286
BLGH_03281	0	0.003	0
BLGH_03282	0	0.008	0
BLGH_03283	0	0	NA
BLGH_03284	0.004	0	Inf
BLGH_03285	0	0	NA
BLGH_03286	0.003	0.008	0.375
BLGH_03287	0	0	NA
BLGH_03288	0	0.007	0
BLGH_03289	0	0.002	0
BLGH_03290	0.001	0.009	0.1111
BLGH_03291	0.002	0	Inf
BLGH_03292	0	0.003	0
BLGH_03293	0	0.006	0
BLGH_03294	0	0.003	0
BLGH_03295	0	0.002	0
BLGH_03296	0.004	0	Inf
BLGH_03297	0.001	0	Inf
BLGH_03298	0	0.003	0
BLGH_03299	0	0	NA
BLGH_03300	0.001	0.004	0.25
BLGH_03301	0	0.006	0
BLGH_03302	0	0.012	0
BLGH_03303	0.002	0.006	0.3333
BLGH_03304	0.001	0	Inf
BLGH_03305	0.032	0.027	1.1852
BLGH_03306	0.003	0.008	0.375
BLGH_03307	0.001	0.002	0.5
BLGH_03308	0	0	NA
BLGH_03309	0	0.003	0
BLGH_03310	0	0.002	0
BLGH_03311	0.029	0.037	0.7838
BLGH_03312	0.004	0	Inf
BLGH_03313	0.004	0	Inf
BLGH_03314	0	0.003	0
BLGH_03315	0	0.004	0
BLGH_03316	0	0	NA
BLGH_03317	0	0	NA
BLGH_03318	0	0	NA
BLGH_03319	0	0	NA
BLGH_03320	0	0.003	0
BLGH_03321	0.006	0	Inf
BLGH_03322	0	0	NA
BLGH_03323	0	0.001	0
BLGH_03324	0.004	0	Inf
BLGH_03325	0.018	0.007	2.5714
BLGH_03326	0.001	0.005	0.2
BLGH_03327	0.002	0	Inf
BLGH_03328	0.001	0.007	0.1429
BLGH_03329	0.002	0.007	0.2857
BLGH_03330	0.002	0.002	1
BLGH_03331	0.001	0.006	0.1667
BLGH_03332	0.002	0.004	0.5
BLGH_03333	0	0.004	0
BLGH_03334	0	0.006	0
BLGH_03335	0	0	NA
BLGH_03336	0.001	0.003	0.3333
BLGH_03337	0	0	NA
BLGH_03338	0	0	NA
BLGH_03339	0.001	0.004	0.25
BLGH_03340	0.001	0.005	0.2
BLGH_03341	0	0	NA
BLGH_03342	0.002	0.004	0.5
BLGH_03343	0	0.003	0
BLGH_03344	0	0	NA
BLGH_03345	0.002	0.006	0.3333
BLGH_03346	0.001	0.002	0.5
BLGH_03347	0	0	NA
BLGH_03348	0.12	0.124	0.9677
BLGH_03349	0.002	0.027	0.0741
BLGH_03350	0.005	0	Inf
BLGH_03351	0.003	0.013	0.2308
BLGH_03352	0.005	0	Inf
BLGH_03353	0.007	0	Inf
BLGH_03354	0.005	0.013	0.3846
BLGH_03355	0	0.014	0
BLGH_03356	0	0.006	0
BLGH_03357	0	0.008	0
BLGH_03358	0.004	0	Inf
BLGH_03359	0.001	0.006	0.1667
BLGH_03360	0.003	0	Inf
BLGH_03361	0.001	0	Inf
BLGH_03362	0.006	0.002	3
BLGH_03363	0	0.002	0
BLGH_03364	0.001	0.005	0.2
BLGH_03365	0.001	0.002	0.5
BLGH_03366	0.001	0	Inf
BLGH_03367	0	0.004	0
BLGH_03368	0.002	0	Inf
BLGH_03369	0	0.003	0
BLGH_03370	0.001	0.003	0.3333
BLGH_03371	0.002	0.003	0.6667
BLGH_03372	0.002	0.002	1
BLGH_03373	0	0.002	0
BLGH_03374	0.003	0	Inf
BLGH_03375	0	0.005	0
BLGH_03376	0	0	NA
BLGH_03377	0	0.004	0
BLGH_03378	0.002	0.003	0.6667
BLGH_03379	0	0.001	0
BLGH_03380	0	0	NA
BLGH_03381	0	0	NA
BLGH_03382	0.003	0.002	1.5
BLGH_03383	0	0	NA
BLGH_03384	0	0	NA
BLGH_03385	0.002	0.01	0.2
BLGH_03386	0.003	0.006	0.5
BLGH_03387	0.001	0.005	0.2
BLGH_03388	0.002	0.004	0.5
BLGH_03389	0	0	NA
BLGH_03390	0	0.003	0
BLGH_03391	0.002	0	Inf
BLGH_03392	0	0.015	0
BLGH_03393	0	0	NA
BLGH_03394	0	0.002	0
BLGH_03395	0	0.018	0
BLGH_03396	0.006	0.01	0.6
BLGH_03397	0.001	0	Inf
BLGH_03398	0	0	NA
BLGH_03399	0.001	0.008	0.125
BLGH_03400	0	0.011	0
BLGH_03401	0.006	0.007	0.8571
BLGH_03402	0.002	0.012	0.1667
BLGH_03403	0	0	NA
BLGH_03404	0.012	0.022	0.5455
BLGH_03405	0	0.002	0
BLGH_03406	0.001	0.003	0.3333
BLGH_03407	0.001	0.002	0.5
BLGH_03408	0.008	0.018	0.4444
BLGH_03409	0.002	0.006	0.3333
BLGH_03410	0.002	0.002	1
BLGH_03412	0.003	0.01	0.3
BLGH_03413	0	0.005	0
BLGH_03414	0	0	NA
BLGH_03415	0	0.002	0
BLGH_03416	0	0	NA
BLGH_03417	0.116	0.15	0.7733
BLGH_03418	0	0	NA
BLGH_03419	0	0	NA
BLGH_03420	0	0	NA
BLGH_03421	0.002	0.004	0.5
BLGH_03422	0	0	NA
BLGH_03423	0.003	0	Inf
BLGH_03424	0	0	NA
BLGH_03425	0.001	0.009	0.1111
BLGH_03426	0.003	0	Inf
BLGH_03427	0	0	NA
BLGH_03428	0.001	0.007	0.1429
BLGH_03429	0.006	0.004	1.5
BLGH_03430	0	0	NA
BLGH_03431	0	0.006	0
BLGH_03432	0	0	NA
BLGH_03433	0.001	0	Inf
BLGH_03434	0	0	NA
BLGH_03435	0	0.005	0
BLGH_03436	0	0	NA
BLGH_03437	0.001	0.002	0.5
BLGH_03438	0	0	NA
BLGH_03439	0	0	NA
BLGH_03440	0.001	0.006	0.1667
BLGH_03441	0	0.003	0
BLGH_03442	0	0	NA
BLGH_03443	0	0.009	0
BLGH_03444	0	0	NA
BLGH_03445	0.001	0	Inf
BLGH_03446	0	0.009	0
BLGH_03447	0.074	0.085	0.8706
BLGH_03448	0	0.004	0
BLGH_03449	0	0	NA
BLGH_03450	0	0.007	0
BLGH_03451	0	0.006	0
BLGH_03452	0.001	0.001	1
BLGH_03453	0.003	0	Inf
BLGH_03454	0	0	NA
BLGH_03455	0	0.004	0
BLGH_03456	0.002	0.002	1
BLGH_03457	0.002	0.006	0.3333
BLGH_03458	0.001	0	Inf
BLGH_03459	0	0.004	0
BLGH_03460	0	0	NA
BLGH_03461	0.001	0.004	0.25
BLGH_03462	0	0.001	0
BLGH_03463	0	0.007	0
BLGH_03464	0	0.004	0
BLGH_03465	0.002	0	Inf
BLGH_03466	0.002	0.001	2
BLGH_03467	0	0.002	0
BLGH_03468	0	0.003	0
BLGH_03469	0	0.003	0
BLGH_03470	0.008	0	Inf
BLGH_03471	0.002	0.008	0.25
BLGH_03472	0.005	0.005	1
BLGH_03473	0	0.006	0
BLGH_03474	0.002	0	Inf
BLGH_03475	0.006	0	Inf
BLGH_03476	0.001	0.008	0.125
BLGH_03477	0.045	0.084	0.5357
BLGH_03478	0.007	0.02	0.35
BLGH_03479	0.003	0.01	0.3
BLGH_03480	0.001	0.005	0.2
BLGH_03481	0	0.002	0
BLGH_03482	0.003	0.005	0.6
BLGH_03483	0.04	0.073	0.5479
BLGH_03484	0.022	0.057	0.386
BLGH_03485	0.001	0	Inf
BLGH_03486	0	0	NA
BLGH_03487	0.002	0.003	0.6667
BLGH_03488	0.013	0.026	0.5
BLGH_03489	0.004	0.013	0.3077
BLGH_03490	0.002	0.004	0.5
BLGH_03491	0	0	NA
BLGH_03492	0	0	NA
BLGH_03493	0.001	0.002	0.5
BLGH_03494	0	0	NA
BLGH_03495	0	0	NA
BLGH_03496	0	0.002	0
BLGH_03497	0.002	0.003	0.6667
BLGH_03498	0.004	0.024	0.1667
BLGH_03499	0.002	0	Inf
BLGH_03500	0	0	NA
BLGH_03501	0.002	0.004	0.5
BLGH_03502	0.001	0	Inf
BLGH_03503	0	0.015	0
BLGH_03504	0.031	0.028	1.1071
BLGH_03505	0	0.002	0
BLGH_03506	0.006	0.008	0.75
BLGH_03507	0.01	0	Inf
BLGH_03508	0	0.002	0
BLGH_03509	0.001	0.003	0.3333
BLGH_03510	0	0	NA
BLGH_03511	0.001	0	Inf
BLGH_03512	0.008	0.011	0.7273
BLGH_03513	0.002	0.014	0.1429
BLGH_03514	0.022	0.021	1.0476
BLGH_03515	0.32	0.446	0.7175
BLGH_03516	0	0	NA
BLGH_03517	0.001	0.007	0.1429
BLGH_03518	0	0.004	0
BLGH_03519	0.001	0	Inf
BLGH_03520	0	0	NA
BLGH_03521	0.001	0.002	0.5
BLGH_03522	0	0	NA
BLGH_03523	0.001	0.003	0.3333
BLGH_03524	0.002	0.006	0.3333
BLGH_03525	0.002	0.005	0.4
BLGH_03526	0.001	0.008	0.125
BLGH_03527	0.001	0.002	0.5
BLGH_03528	0.002	0	Inf
BLGH_03529	0.129	0.148	0.8716
BLGH_03530	0.001	0	Inf
BLGH_03531	0.001	0	Inf
BLGH_03532	0	0.002	0
BLGH_03533	0.001	0.012	0.0833
BLGH_03534	0	0.004	0
BLGH_03535	0	0	NA
BLGH_03536	0.002	0.005	0.4
BLGH_03537	0	0	NA
BLGH_03538	0	0	NA
BLGH_03539	0.001	0	Inf
BLGH_03540	0	0	NA
BLGH_03541	0	0.003	0
BLGH_03542	0	0	NA
BLGH_03543	0.001	0.005	0.2
BLGH_03544	0	0.01	0
BLGH_03545	0.002	0.004	0.5
BLGH_03546	0.003	0	Inf
BLGH_03547	0.001	0.004	0.25
BLGH_03548	0	0	NA
BLGH_03549	0	0.004	0
BLGH_03550	0.001	0.003	0.3333
BLGH_03552	0	0	NA
BLGH_03553	0	0	NA
BLGH_03554	0	0.003	0
BLGH_03555	0.011	0.018	0.6111
BLGH_03556	0.002	0.005	0.4
BLGH_03557	0.002	0.003	0.6667
BLGH_03558	0	0.02	0
BLGH_03559	0.001	0.01	0.1
BLGH_03560	0.003	0	Inf
BLGH_03561	0	0	NA
BLGH_03562	0.007	0.021	0.3333
BLGH_03563	0	0	NA
BLGH_03564	0.001	0.005	0.2
BLGH_03565	0	0.003	0
BLGH_03566	0	0.008	0
BLGH_03567	0.005	0.03	0.1667
BLGH_03568	0	0.001	0
BLGH_03569	0	0	NA
BLGH_03570	0.001	0.002	0.5
BLGH_03571	0	0	NA
BLGH_03572	0	0.003	0
BLGH_03573	0.001	0.003	0.3333
BLGH_03574	0	0.006	0
BLGH_03575	0	0	NA
BLGH_03576	0.001	0.002	0.5
BLGH_03577	0	0	NA
BLGH_03578	0	0.006	0
BLGH_03579	0.001	0.002	0.5
BLGH_03580	0.002	0.002	1
BLGH_03581	0.012	0.02	0.6
BLGH_03582	0.003	0	Inf
BLGH_03583	0.002	0.002	1
BLGH_03584	0.003	0.01	0.3
BLGH_03585	0	0.018	0
BLGH_03586	0.002	0.012	0.1667
BLGH_03587	0	0.002	0
BLGH_03588	0.003	0	Inf
BLGH_03589	0.002	0.016	0.125
BLGH_03590	0.004	0.002	2
BLGH_03591	0.003	0.014	0.2143
BLGH_03592	0.004	0.009	0.4444
BLGH_03593	0.02	0.008	2.5
BLGH_03594	0.005	0.023	0.2174
BLGH_03596	0	0.002	0
BLGH_03597	0	0.023	0
BLGH_03598	0.003	0.013	0.2308
BLGH_03599	0.005	0.013	0.3846
BLGH_03600	0.154	0.361	0.4266
BLGH_03601	0	0.004	0
BLGH_03602	0	0.002	0
BLGH_03603	0.002	0.006	0.3333
BLGH_03604	0.001	0.003	0.3333
BLGH_03605	0.008	0	Inf
BLGH_03606	0	0.004	0
BLGH_03607	0.001	0	Inf
BLGH_03608	0	0.01	0
BLGH_03609	0	0.003	0
BLGH_03610	0.001	0.005	0.2
BLGH_03611	0.001	0.016	0.0625
BLGH_03612	0	0	NA
BLGH_03613	0.003	0.003	1
BLGH_03614	0	0	NA
BLGH_03615	0	0	NA
BLGH_03616	0.003	0	Inf
BLGH_03617	0.006	0.005	1.2
BLGH_03618	0.002	0.006	0.3333
BLGH_03619	0.002	0	Inf
BLGH_03620	0	0.006	0
BLGH_03621	0.002	0	Inf
BLGH_03622	0.003	0	Inf
BLGH_03623	0.001	0.002	0.5
BLGH_03624	0	0.001	0
BLGH_03625	0	0	NA
BLGH_03626	0.025	0.027	0.9259
BLGH_03627	0.072	0.076	0.9474
BLGH_03628	0.001	0.003	0.3333
BLGH_03629	0.001	0.004	0.25
BLGH_03630	0	0.003	0
BLGH_03631	0.011	0.015	0.7333
BLGH_03632	0.007	0.004	1.75
BLGH_03633	0	0	NA
BLGH_03634	0	0.003	0
BLGH_03635	0.004	0.014	0.2857
BLGH_03636	0.002	0.008	0.25
BLGH_03637	0.001	0.004	0.25
BLGH_03638	0	0.002	0
BLGH_03639	0.002	0.01	0.2
BLGH_03640	0	0	NA
BLGH_03641	0	0	NA
BLGH_03642	0.001	0.004	0.25
BLGH_03643	0.002	0.004	0.5
BLGH_03644	0.001	0	Inf
BLGH_03645	0.016	0.015	1.0667
BLGH_03646	0	0.01	0
BLGH_03647	0	0.018	0
BLGH_03648	0.001	0.004	0.25
BLGH_03649	0	0.002	0
BLGH_03650	0	0	NA
BLGH_03651	0	0.005	0
BLGH_03652	0	0.003	0
BLGH_03653	0.042	0.013	3.2308
BLGH_03654	0.002	0.004	0.5
BLGH_03655	0.003	0.016	0.1875
BLGH_03656	0.001	0.003	0.3333
BLGH_03657	0.002	0	Inf
BLGH_03658	0.006	0.011	0.5455
BLGH_03659	0.004	0.008	0.5
BLGH_03660	0.068	0.043	1.5814
BLGH_03661	0	0.002	0
BLGH_03662	0	0	NA
BLGH_03663	0.006	0.014	0.4286
BLGH_03664	0.009	0	Inf
BLGH_03665	0	0.006	0
BLGH_03666	0.026	0.022	1.1818
BLGH_03667	0	0.012	0
BLGH_03668	0	0.003	0
BLGH_03669	0.002	0	Inf
BLGH_03670	0.003	0.002	1.5
BLGH_03671	0.015	0.017	0.8824
BLGH_03672	0.015	0.031	0.4839
BLGH_03673	0.007	0.014	0.5
BLGH_03675	0	0	NA
BLGH_03676	0.001	0.003	0.3333
BLGH_03677	0.002	0.005	0.4
BLGH_03678	0.002	0.007	0.2857
BLGH_03679	0	0.015	0
BLGH_03680	0	0	NA
BLGH_03681	0.002	0	Inf
BLGH_03682	0.001	0.005	0.2
BLGH_03683	0.003	0.005	0.6
BLGH_03684	0.003	0.01	0.3
BLGH_03685	0.005	0	Inf
BLGH_03686	0.003	0	Inf
BLGH_03687	0.003	0.011	0.2727
BLGH_03688	0.014	0.014	1
BLGH_03689	0.006	0.002	3
BLGH_03690	0	0.001	0
BLGH_03691	0.007	0	Inf
BLGH_03692	0.007	0.006	1.1667
BLGH_03693	0	0.01	0
BLGH_03694	0.009	0.01	0.9
BLGH_03695	0	0	NA
BLGH_03696	0.007	0	Inf
BLGH_03697	0.017	0	Inf
BLGH_03698	0.007	0.011	0.6364
BLGH_03701	0.007	0	Inf
BLGH_03702	0.145	0.058	2.5
BLGH_03704	1.549	2.961	0.5231
BLGH_03705	0	0.002	0
BLGH_03706	0.001	0.003	0.3333
BLGH_03707	0.003	0	Inf
BLGH_03708	0.002	0	Inf
BLGH_03709	0	0.024	0
BLGH_03710	0.001	0.004	0.25
BLGH_03711	0	0.008	0
BLGH_03712	0.001	0.005	0.2
BLGH_03713	0.002	0.007	0.2857
BLGH_03714	0.001	0	Inf
BLGH_03715	0.001	0	Inf
BLGH_03716	0.003	0	Inf
BLGH_03717	0.014	0.017	0.8235
BLGH_03718	0	0.009	0
BLGH_03719	0	0.008	0
BLGH_03720	0.002	0	Inf
BLGH_03721	0	0.008	0
BLGH_03722	0.002	0.004	0.5
BLGH_03723	0.001	0.004	0.25
BLGH_03724	0	0.007	0
BLGH_03725	0.003	0.006	0.5
BLGH_03726	0.002	0.005	0.4
BLGH_03727	0	0.003	0
BLGH_03728	0.002	0.012	0.1667
BLGH_03729	0.001	0.006	0.1667
BLGH_03730	0.002	0	Inf
BLGH_03731	0	0.006	0
BLGH_03732	0	0	NA
BLGH_03733	0	0	NA
BLGH_03734	0	0.001	0
BLGH_03735	0	0.003	0
BLGH_03736	0.001	0.008	0.125
BLGH_03737	0.002	0	Inf
BLGH_03738	0	0	NA
BLGH_03739	0.009	0.005	1.8
BLGH_03740	0	0.004	0
BLGH_03741	0	0.002	0
BLGH_03742	0	0	NA
BLGH_03743	0.002	0.004	0.5
BLGH_03744	0	0	NA
BLGH_03745	0	0	NA
BLGH_03746	0	0	NA
BLGH_03747	0	0.003	0
BLGH_03748	0	0	NA
BLGH_03749	0	0.01	0
BLGH_03750	0	0	NA
BLGH_03751	0	0	NA
BLGH_03752	0.002	0.012	0.1667
BLGH_03753	0.001	0	Inf
BLGH_03754	0	0.005	0
BLGH_03755	0.001	0.008	0.125
BLGH_03756	0.001	0.003	0.3333
BLGH_03757	0.003	0.005	0.6
BLGH_03758	0.002	0.008	0.25
BLGH_03759	0	0.023	0
BLGH_03760	0.003	0	Inf
BLGH_03761	0.002	0	Inf
BLGH_03762	0.002	0.005	0.4
BLGH_03763	0.002	0.006	0.3333
BLGH_03764	0	0	NA
BLGH_03765	0.002	0	Inf
BLGH_03766	0	0	NA
BLGH_03767	0.005	0.008	0.625
BLGH_03768	0.001	0.008	0.125
BLGH_03769	0	0	NA
BLGH_03770	0	0	NA
BLGH_03771	0.003	0.01	0.3
BLGH_03772	0.002	0.004	0.5
BLGH_03773	0.001	0.009	0.1111
BLGH_03774	0	0	NA
BLGH_03775	0.002	0	Inf
BLGH_03776	0	0.004	0
BLGH_03777	0.003	0.004	0.75
BLGH_03778	0	0.011	0
BLGH_03779	0.001	0.001	1
BLGH_03780	0	0.003	0
BLGH_03781	0	0	NA
BLGH_03782	0.204	0.205	0.9951
BLGH_03783	0.013	0.017	0.7647
BLGH_03784	0.007	0.05	0.14
BLGH_03785	0.314	0.462	0.6797
BLGH_03786	0.031	0.121	0.2562
BLGH_03787	0	0.003	0
BLGH_03788	0.03	0.034	0.8824
BLGH_03789	0.004	0	Inf
BLGH_03790	0	0.003	0
BLGH_03792	0.005	0.025	0.2
BLGH_03793	0	0.002	0
BLGH_03794	0.001	0	Inf
BLGH_03795	0.001	0.003	0.3333
BLGH_03796	0.004	0.005	0.8
BLGH_03797	0	0.007	0
BLGH_03798	0	0.009	0
BLGH_03799	0	0	NA
BLGH_03800	0	0.005	0
BLGH_03801	0.001	0.002	0.5
BLGH_03802	0	0	NA
BLGH_03803	0.001	0.003	0.3333
BLGH_03804	0.001	0.001	1
BLGH_03805	0	0.004	0
BLGH_03806	0.002	0.005	0.4
BLGH_03807	0	0	NA
BLGH_03808	0.001	0.004	0.25
BLGH_03809	0.001	0.003	0.3333
BLGH_03810	0.002	0.002	1
BLGH_03811	0.003	0.015	0.2
BLGH_03812	0.001	0.013	0.0769
BLGH_03813	0.001	0	Inf
BLGH_03814	0	0.004	0
BLGH_03815	0.001	0.005	0.2
BLGH_03816	0.001	0.006	0.1667
BLGH_03817	0.002	0.006	0.3333
BLGH_03818	0.001	0.003	0.3333
BLGH_03819	0	0	NA
BLGH_03820	0	0.002	0
BLGH_03821	0.001	0.003	0.3333
BLGH_03822	0	0.006	0
BLGH_03823	0.003	0.004	0.75
BLGH_03824	0	0.007	0
BLGH_03825	0.001	0.003	0.3333
BLGH_03826	0	0	NA
BLGH_03827	0	0.008	0
BLGH_03828	0.001	0.006	0.1667
BLGH_03829	0.003	0	Inf
BLGH_03830	0.001	0.002	0.5
BLGH_03831	0.135	0.08	1.6875
BLGH_03832	0.002	0.005	0.4
BLGH_03833	0	0.004	0
BLGH_03834	0	0.004	0
BLGH_03835	0.004	0.008	0.5
BLGH_03836	0.004	0	Inf
BLGH_03837	0	0	NA
BLGH_03838	0.002	0.012	0.1667
BLGH_03839	0.002	0.005	0.4
BLGH_03840	0	0	NA
BLGH_03841	0.003	0.01	0.3
BLGH_03842	0.001	0.004	0.25
BLGH_03843	0.002	0.005	0.4
BLGH_03844	0.003	0	Inf
BLGH_03845	0.001	0.004	0.25
BLGH_03846	0	0.005	0
BLGH_03847	0	0	NA
BLGH_03848	0.002	0.005	0.4
BLGH_03849	0	0.008	0
BLGH_03850	0	0.003	0
BLGH_03851	0.003	0.005	0.6
BLGH_03852	0.006	0.013	0.4615
BLGH_03853	0	0.01	0
BLGH_03854	0.002	0	Inf
BLGH_03855	0	0.003	0
BLGH_03856	0	0.007	0
BLGH_03857	0.002	0.004	0.5
BLGH_03858	0.012	0.012	1
BLGH_03859	0	0.005	0
BLGH_03860	0.002	0.004	0.5
BLGH_03861	0	0.001	0
BLGH_03862	0.002	0.008	0.25
BLGH_03863	0.001	0.003	0.3333
BLGH_03864	0.004	0.008	0.5
BLGH_03865	0	0	NA
BLGH_03866	0	0	NA
BLGH_03867	0	0.006	0
BLGH_03868	0	0	NA
BLGH_03869	0.001	0.007	0.1429
BLGH_03870	0.069	0.102	0.6765
BLGH_03871	0	0	NA
BLGH_03872	0.025	0.064	0.3906
BLGH_03873	0.091	0.11	0.8273
BLGH_03874	0.001	0.002	0.5
BLGH_03875	0	0.007	0
BLGH_03876	0	0	NA
BLGH_03877	0.001	0	Inf
BLGH_03878	0	0.002	0
BLGH_03879	0.006	0.015	0.4
BLGH_03880	0	0	NA
BLGH_03881	0.005	0.004	1.25
BLGH_03883	0.003	0.004	0.75
BLGH_03886	0.003	0.009	0.3333
BLGH_03887	0.003	0	Inf
BLGH_03888	0.001	0.002	0.5
BLGH_03889	0	0.008	0
BLGH_03890	0.004	0.003	1.3333
BLGH_03891	0.008	0.004	2
BLGH_03892	0.046	0.03	1.5333
BLGH_03893	1.229	1.893	0.6492
BLGH_03894	0	0	NA
BLGH_03895	0.001	0	Inf
BLGH_03896	0.34	0.649	0.5239
BLGH_03897	0	0.011	0
BLGH_03898	0.003	0.004	0.75
BLGH_03899	0.003	0.012	0.25
BLGH_03900	4.267	1.593	2.6786
BLGH_03901	0	0.003	0
BLGH_03902	0.002	0	Inf
BLGH_03903	0	0	NA
BLGH_03904	0	0	NA
BLGH_03905	0	0	NA
BLGH_03906	0	0	NA
BLGH_03907	0	0.004	0
BLGH_03908	0.001	0.001	1
BLGH_03909	0.001	0.001	1
BLGH_03910	0.001	0	Inf
BLGH_03911	0	0.016	0
BLGH_03912	0.001	0.005	0.2
BLGH_03913	0.002	0.005	0.4
BLGH_03914	0.006	0.015	0.4
BLGH_03915	0.002	0.006	0.3333
BLGH_03916	0.058	0.087	0.6667
BLGH_03917	0.002	0.003	0.6667
BLGH_03918	0.001	0.003	0.3333
BLGH_03919	0.001	0.009	0.1111
BLGH_03920	0	0.006	0
BLGH_03921	0	0	NA
BLGH_03922	0.002	0.008	0.25
BLGH_03923	0.005	0	Inf
BLGH_03924	0	0	NA
BLGH_03925	0.001	0.006	0.1667
BLGH_03926	0	0.005	0
BLGH_03927	0	0	NA
BLGH_03929	0	0	NA
BLGH_03930	0	0.006	0
BLGH_03931	0.001	0.006	0.1667
BLGH_03932	0.011	0.031	0.3548
BLGH_03933	0.004	0	Inf
BLGH_03934	0.013	0.008	1.625
BLGH_03935	0	0.002	0
BLGH_03936	0.001	0.005	0.2
BLGH_03937	0	0	NA
BLGH_03938	0.001	0.002	0.5
BLGH_03939	0.011	0.048	0.2292
BLGH_03940	0	0.004	0
BLGH_03941	0.007	0.006	1.1667
BLGH_03942	0.004	0	Inf
BLGH_03943	0.007	0.003	2.3333
BLGH_03944	0	0	NA
BLGH_03945	0	0.017	0
BLGH_03946	0.007	0.005	1.4
BLGH_03947	0.001	0.003	0.3333
BLGH_03948	0	0.002	0
BLGH_03949	0	0	NA
BLGH_03950	0	0.003	0
BLGH_03951	0	0.005	0
BLGH_03952	0	0.024	0
BLGH_03953	0.006	0.036	0.1667
BLGH_03954	0	0	NA
BLGH_03955	0.075	0.074	1.0135
BLGH_03956	0	0	NA
BLGH_03957	0.183	0.16	1.1438
BLGH_03958	0.003	0	Inf
BLGH_03959	0.002	0.01	0.2
BLGH_03960	0.002	0	Inf
BLGH_03961	0.002	0.01	0.2
BLGH_03962	0	0.006	0
BLGH_03963	0.001	0.002	0.5
BLGH_03964	0.005	0.005	1
BLGH_03965	0	0.003	0
BLGH_03966	0	0	NA
BLGH_03967	0.002	0.001	2
BLGH_03968	0.002	0.009	0.2222
BLGH_03969	0.025	0.023	1.087
BLGH_03970	0.002	0.011	0.1818
BLGH_03971	0.002	0.004	0.5
BLGH_03972	0.008	0.017	0.4706
BLGH_03973	0	0.003	0
BLGH_03974	0.005	0	Inf
BLGH_03975	0	0.002	0
BLGH_03976	0	0.004	0
BLGH_03977	0.001	0	Inf
BLGH_03978	0.014	0.011	1.2727
BLGH_03979	0.005	0.002	2.5
BLGH_03980	0	0.004	0
BLGH_03981	0	0	NA
BLGH_03982	0.006	0.006	1
BLGH_03983	0.001	0.006	0.1667
BLGH_03984	0	0.012	0
BLGH_03985	0.008	0.009	0.8889
BLGH_03986	0.004	0	Inf
BLGH_03987	0.02	0.022	0.9091
BLGH_03988	0.002	0.007	0.2857
BLGH_03989	0.032	0.055	0.5818
BLGH_03990	0	0	NA
BLGH_03991	0	0.013	0
BLGH_03992	0.003	0.004	0.75
BLGH_03993	0.001	0.015	0.0667
BLGH_03994	0.005	0.002	2.5
BLGH_03995	0	0	NA
BLGH_03996	0	0.005	0
BLGH_03997	0	0	NA
BLGH_03998	0.002	0.001	2
BLGH_03999	0.002	0.003	0.6667
